,tweet_id,favorites,retweets
150,861383897657036800,36210,10845
151,861288531465048066,17265,4208
152,861005113778896900,16779,3843
153,860981674716409858,0,2187
154,860924035999428608,0,835
155,860563773140209665,7546,2187
156,860524505164394496,23749,5362
157,860276583193509888,18396,3527
158,860184849394610176,16772,5939
159,860177593139703809,0,31379
160,859924526012018688,19674,4157
161,859851578198683649,15502,3568
162,859607811541651456,18719,1603
163,859196978902773760,90615,30752
164,859074603037188101,34122,13872
165,858860390427611136,0,8315
166,858843525470990336,15654,3547
167,858471635011153920,21696,4946
168,858107933456039936,15870,2976
169,857989990357356544,16285,2641
170,857746408056729600,34625,10874
171,857393404942143489,5973,1687
172,857263160327368704,20227,4625
173,857214891891077121,230,18
174,857062103051644929,0,177
175,857029823797047296,19153,4112
176,856602993587888130,0,10965
177,856543823941562368,16458,2954
178,856526610513747968,11996,1934
179,856330835276025856,0,699
180,856288084350160898,526,17
181,856282028240666624,28108,6499
182,855862651834028034,351,28
183,855860136149123072,5108,1057
184,855857698524602368,12017,2175
185,855851453814013952,46110,18236
186,855818117272018944,27015,5595
187,855459453768019968,30410,8463
188,855245323840757760,0,6177
189,855138241867124737,0,47
190,854732716440526848,23244,6320
191,854482394044301312,29837,7104
192,854365224396361728,19260,4856
193,854120357044912130,32604,7751
194,854010172552949760,16524,3271
195,853760880890318849,29181,6008
196,853639147608842240,35600,10545
197,853299958564483072,15876,3718
198,852936405516943360,0,2089
199,852912242202992640,9273,1913
200,852672615818899456,15271,2249
201,852553447878664193,16764,3664
202,852311364735569921,33946,10307
203,852226086759018497,20512,7098
204,852189679701164033,11760,1661
205,851953902622658560,0,10064
206,851861385021730816,0,23
207,851591660324737024,16637,3626
208,851464819735769094,24930,7412
209,851224888060895234,21262,5981
210,850753642995093505,31890,9713
211,850380195714523136,13436,2743
212,850333567704068097,3536,350
213,850145622816686080,16819,4019
214,850019790995546112,21071,5139
215,849776966551130114,31404,7979
216,849668094696017920,0,5208
217,849412302885593088,16378,3302
218,849336543269576704,11783,1987
219,849051919805034497,43822,8958
220,848690551926992896,26030,4543
221,848324959059550208,25572,4836
222,848213670039564288,8448,785
223,848212111729840128,16875,3234
224,847978865427394560,0,3436
225,847971574464610304,0,449
226,847962785489326080,24324,5380
227,847842811428974592,5663,1417
228,847617282490613760,7256,447
229,847606175596138505,19433,3582
230,847251039262605312,21184,4534
231,847157206088847362,20662,6182
232,847116187444137987,22185,3375
233,846874817362120707,20798,4151
234,846514051647705089,46287,12261
235,846505985330044928,14629,3263
236,846153765933735936,32864,9596
237,846139713627017216,32046,10452
238,846042936437604353,16591,3066
239,845812042753855489,30414,9250
240,845677943972139009,26067,5063
241,845397057150107648,7923,1914
242,845306882940190720,24223,5710
243,845098359547420673,0,8113
244,844979544864018432,14153,2736
245,844973813909606400,15702,3410
246,844704788403113984,40267,10965
247,844580511645339650,17138,3332
248,844223788422217728,14181,2335
249,843981021012017153,15744,3107
250,843856843873095681,22281,4917
251,843604394117681152,17575,2929
252,843235543001513987,22379,6426
253,842846295480000512,15849,3823
254,842765311967449089,7020,1356
255,842535590457499648,18850,3730
256,842163532590374912,25500,6177
257,842115215311396866,14585,3228
258,841833993020538882,0,16323
259,841680585030541313,26736,8255
260,841439858740625411,13165,3916
261,841320156043304961,20621,5797
262,841314665196081154,16518,5002
263,841077006473256960,23866,5661
264,840761248237133825,0,1870
265,840728873075638272,0,17244
266,840698636975636481,186,2
267,840696689258311684,12832,1043
268,840632337062862849,9364,1870
269,840370681858686976,17189,4854
270,840268004936019968,20116,6123
271,839990271299457024,14030,2451
272,839549326359670784,28774,8315
273,839290600511926273,0,154
274,839239871831150596,28449,6990
275,838952994649550848,20512,4248
276,838921590096166913,11684,2221
277,838916489579200512,0,36
278,838831947270979586,0,11806
279,838561493054533637,11422,1415
280,838476387338051585,23637,5146
281,838201503651401729,0,10789
282,838150277551247360,1758,354
283,838085839343206401,147,0
284,838083903487373313,18456,3376
285,837820167694528512,35805,8406
286,837482249356513284,4017,471
287,837471256429613056,13389,2456
288,837366284874571778,22141,5672
289,837110210464448512,16779,2560
290,836989968035819520,13335,2466
291,836753516572119041,20150,4944
292,836677758902222849,13217,2381
293,836648853927522308,0,585
294,836397794269200385,0,29634
295,836380477523124226,15436,3176
296,836260088725786625,22285,4600
297,836001077879255040,20025,4602
298,835685285446955009,0,8735
299,835574547218894849,18664,3883
300,835536468978302976,0,1824
301,835309094223372289,0,22565
302,835297930240217089,17228,3222
303,835264098648616962,8111,1824
304,835246439529840640,2193,78
305,835172783151792128,27426,6160
306,835152434251116546,23578,3241
307,834931633769889797,11373,1770
308,834786237630337024,22244,5893
309,834574053763584002,14362,2721
310,834477809192075265,0,11457
311,834458053273591808,10089,1804
312,834209720923721728,21648,5139
313,834167344700198914,16551,3906
314,834089966724603904,10550,2283
315,834086379323871233,13721,2386
316,833863086058651648,14086,2587
317,833826103416520705,18892,4013
318,833732339549220864,0,231
319,833722901757046785,21760,3454
320,833479644947025920,15608,2225
321,833124694597443584,21221,5208
322,832998151111966721,13965,2383
323,832769181346996225,0,40
324,832757312314028032,17687,3895
325,832682457690300417,12484,3163
326,832645525019123713,3068,559
327,832636094638288896,16658,3007
328,832397543355072512,12550,2394
329,832369877331693569,18052,3436
330,832273440279240704,11887,2514
331,832215909146226688,0,6666
332,832215726631055365,0,10111
333,832088576586297345,70,2
334,832040443403784192,0,10465
335,832032802820481025,18747,4993
336,831939777352105988,25237,6611
337,831926988323639298,360,35
338,831911600680497154,29112,7032
339,831670449226514432,10997,1952
340,831650051525054464,7560,2089
341,831552930092285952,9467,2472
342,831322785565769729,9692,1646
343,831315979191906304,6873,1204
344,831309418084069378,12347,2632
345,831262627380748289,12542,2212
346,830956169170665475,8383,1613
347,830583320585068544,70462,18153
348,830173239259324417,0,6154
349,830097400375152640,10353,3244
350,829878982036299777,0,5421
351,829861396166877184,12883,2113
352,829501995190984704,33463,11457
353,829449946868879360,11032,2197
354,829374341691346946,36488,10064
355,829141528400556032,25828,8007
356,829011960981237760,55883,17537
357,828801551087042563,0,3672
358,828770345708580865,26971,6340
359,828708714936930305,38610,12133
360,828650029636317184,10013,1458
361,828409743546925057,6637,1245
362,828408677031882754,8075,1390
363,828381636999917570,13317,2410
364,828376505180889089,7791,1150
365,828372645993398273,13231,3188
366,828361771580813312,2316,184
367,828046555563323392,12404,3097
368,828011680017821696,10929,2326
369,827933404142436356,21253,5651
370,827653905312006145,16264,3249
371,827600520311402496,7814,1027
372,827324948884643840,16752,3321
373,827199976799354881,11160,2428
374,826958653328592898,22793,5421
375,826848821049180160,38521,11062
376,826615380357632002,0,4279
377,826598799820865537,5401,275
378,826598365270007810,10643,2548
379,826476773533745153,19466,4541
380,826240494070030336,14045,2808
381,826204788643753985,5166,1009
382,826115272272650244,16550,3403
383,825876512159186944,11065,2027
384,825829644528148480,13467,2696
385,825535076884762624,55085,18640
386,825147591692263424,19368,4963
387,825120256414846976,0,1388
388,825026590719483904,6715,1388
389,824796380199809024,0,5958
390,824775126675836928,15843,3819
391,824663926340194305,10665,1886
392,824325613288833024,12472,11268
393,824297048279236611,15940,4201
394,824025158776213504,5049,641
395,823939628516474880,11261,2947
396,823719002937630720,0,12179
397,823699002998870016,13323,2625
398,823581115634085888,13810,2873
399,823333489516937216,738,27
400,823322678127919110,16675,4367
401,823269594223824897,0,10706
402,822975315408461824,18312,3738
403,822872901745569793,140275,47659
404,822859134160621569,14013,2488
405,822647212903690241,0,6968
406,822610361945911296,15668,3228
407,822489057087389700,19252,6968
408,822462944365645825,30181,15930
409,822244816520155136,37132,10706
410,822163064745328640,0,5226
411,821886076407029760,12045,2546
412,821813639212650496,0,3632
413,821765923262631936,8926,1812
414,821522889702862852,8505,1932
415,821421320206483457,0,6087
416,821407182352777218,12485,4726
417,821153421864615936,269,10
418,821149554670182400,9251,2193
419,821107785811234820,10173,2316
420,821044531881721856,13446,2494
421,820837357901512704,0,7304
422,820749716845686786,33487,10789
423,820690176645140481,12951,3509
424,820494788566847489,0,616
425,820446719150292993,0,2819
426,820314633777061888,3538,616
427,820078625395449857,21049,6849
428,820013781606658049,0,1288
429,819952236453363712,5642,1288
430,819924195358416896,13665,5269
431,819711362133872643,14283,3411
432,819588359383371776,10157,2145
433,819347104292290561,7665,1316
434,819238181065359361,2424,440
435,819227688460238848,24538,7304
436,819015337530290176,0,40037
437,819015331746349057,0,20628
438,819006400881917954,47998,20628
439,819004803107983360,92073,40037
440,818646164899774465,0,22753
441,818627210458333184,23580,8118
442,818614493328580609,10482,2817
443,818588835076603904,0,6692
444,818536468981415936,11593,2704
445,818307523543449600,0,8865
446,818259473185828864,11727,2495
447,818145370475810820,13061,2835
448,817908911860748288,5142,859
449,817827839487737858,55133,29634
450,817777686764523521,11379,2915
451,817536400337801217,12552,3311
452,817502432452313088,0,3701
453,817423860136083457,36386,16323
454,817415592588222464,5972,1049
455,817181837579653120,0,9278
456,817171292965273600,9287,2195
457,817120970343411712,12948,2862
458,817056546584727552,9120,1803
459,816829038950027264,0,5150
460,816816676327063552,10636,2219
461,816697700272001025,10429,2412
462,816450570814898180,32542,8865
463,816336735214911488,9145,2135
464,816091915477250048,9497,2359
465,816062466425819140,0,1137
466,816014286006976512,0,5809
467,815990720817401858,5323,1137
468,815966073409433600,23895,9278
469,815745968457060357,0,4513
470,815736392542261248,10474,2485
471,815639385530101762,8745,1796
472,815390420867969024,11038,4163
473,814986499976527872,8134,1412
474,814638523311648768,12003,2962
475,814578408554463233,0,6343
476,814530161257443328,9225,2031
477,814153002265309185,30665,9497
478,813944609378369540,0,3490
479,813910438903693312,9910,2059
480,813812741911748608,38749,15316
481,813800681631023104,8889,1919
482,813217897535406080,19917,7988
483,813202720496779264,9792,1966
484,813187593374461952,21149,4784
485,813172488309972993,9944,2091
486,813157409116065792,8275,2426
487,813142292504645637,8986,2579
488,813130366689148928,4766,486
489,813127251579564032,12638,3419
490,813112105746448384,11011,3017
491,813096984823349248,11233,3940
492,813081950185472002,10537,3029
493,813066809284972545,8488,2129
494,813051746834595840,22363,8033
495,812781120811126785,8084,2093
496,812709060537683968,7069,1565
497,812503143955202048,6484,1334
498,812466873996607488,8522,2108
499,812372279581671427,14616,4014
500,811985624773361665,7754,1540
501,811744202451197953,8056,1761
502,811647686436880384,5946,812
503,811627233043480576,13635,3418
504,811386762094317568,22319,6999
505,810984652412424192,5688,1569
506,810896069567610880,9651,1959
507,810657578271330305,11710,2903
508,810284430598270976,37830,12479
509,810254108431155201,15685,3672
510,809920764300447744,16546,4279
511,809808892968534016,0,5370
512,809448704142938112,7393,1606
513,809220051211603969,21273,6154
514,809084759137812480,14111,3839
515,808838249661788160,10789,3333
516,808733504066486276,8448,2377
517,808501579447930884,12044,2855
518,808344865868283904,45381,22753
519,808134635716833280,0,6526
520,808106460588765185,9327,2407
521,808001312164028416,13429,3872
522,807621403335917568,15558,4030
523,807106840509214720,126915,60924
524,807059379405148160,0,8032
525,807010152071229440,13942,4197
526,806629075125202948,80289,38200
527,806620845233815552,0,6049
528,806576416489959424,5180,2110
529,806542213899489280,10917,2593
530,806242860592926720,0,12792
531,806219024703037440,6867,1308
532,805958939288408065,0,5897
533,805932879469572096,8846,2094
534,805826884734976000,7035,2008
535,805823200554876929,0,8815
536,805520635690676224,6134,1802
537,805487436403003392,9369,2778
538,805207613751304193,8335,1868
539,804738756058218496,14676,4221
540,804475857670639616,6563,2206
541,804413760345620481,0,3535
542,804026241225523202,47715,17797
543,803773340896923648,10736,3041
544,803692223237865472,0,8163
545,803638050916102144,11744,4529
546,803380650405482500,8290,2034
547,803321560782307329,0,5831
548,803276597545603072,10726,2708
549,802952499103731712,9663,2202
550,802624713319034886,0,3209
551,802600418706604034,7608,1613
552,802572683846291456,9552,2742
553,802323869084381190,17362,6393
554,802265048156610565,7054,1497
555,802239329049477120,9702,2855
556,802185808107208704,0,291
557,801958328846974976,8253,1874
558,801854953262350336,1882,258
559,801538201127157760,8768,2253
560,801285448605831168,6483,916
561,801167903437357056,26216,6526
562,801127390143516673,0,4357
563,801115127852503040,8635,2290
564,800859414831898624,740,106
565,800855607700029440,0,1786
566,800751577355128832,11229,3040
567,800513324630806528,14059,3299
568,800459316964663297,10124,2367
569,800443802682937345,0,4736
570,800388270626521089,11926,3081
571,800188575492947969,0,4323
572,800141422401830912,16382,2819
573,800018252395122689,30382,14455
574,799774291445383169,0,5140
575,799757965289017345,9000,2374
576,799422933579902976,8609,2105
577,799308762079035393,0,6058
578,799297110730567681,10600,3039
579,799063482566066176,8655,2702
580,798933969379225600,14083,4914
581,798925684722855936,7966,1572
582,798705661114773508,0,7243
583,798701998996647937,0,8560
584,798697898615730177,0,7148
585,798694562394996736,0,5446
586,798686750113755136,0,2546
587,798682547630837760,0,5179
588,798673117451325440,0,6078
589,798665375516884993,0,4271
590,798644042770751489,0,2031
591,798628517273620480,0,2159
592,798585098161549313,0,6262
593,798576900688019456,0,6430
594,798340744599797760,0,3688
595,798209839306514432,11107,2808
596,797971864723324932,12467,3448
597,797545162159308800,15515,5331
598,797236660651966464,21378,7276
599,797165961484890113,246,29
600,796904159865868288,0,9742
601,796865951799083009,8214,2089
602,796759840936919040,12698,3358
603,796563435802726400,0,8009
604,796484825502875648,8107,1938
605,796387464403357696,11764,4578
606,796177847564038144,0,15721
607,796149749086875649,34642,15721
608,796125600683540480,5286,1957
609,796116448414461957,9733,2657
610,796080075804475393,9050,2545
611,796031486298386433,11566,4037
612,795464331001561088,53323,26169
613,795400264262053889,10822,3147
614,795076730285391872,17383,5958
615,794983741416415232,0,3692
616,794926597468000259,11018,2529
617,794355576146903043,0,11280
618,794332329137291264,10249,2908
619,794205286408003585,9846,3636
620,793962221541933056,18016,5370
621,793845145112371200,9856,2064
622,793614319594401792,0,3422
623,793601777308463104,8529,1793
624,793500921481273345,11447,2613
625,793286476301799424,26335,10111
626,793271401113350145,9250,2597
627,793256262322548741,21398,9160
628,793241302385262592,11248,3598
629,793226087023144960,10533,3138
630,793210959003287553,9559,3086
631,793195938047070209,16350,6177
632,793180763617361921,7419,2185
633,793165685325201412,10067,3050
634,793150605191548928,6609,1869
635,793135492858580992,6932,2740
636,793120401413079041,13589,4291
637,792913359805018113,15352,4408
638,792883833364439040,12105,4694
639,792773781206999040,7861,1843
640,792394556390137856,14397,4703
641,792050063153438720,7671,1976
642,791821351946420224,0,23066
643,791784077045166082,0,10561
644,791780927877898241,0,4179
645,791774931465953280,48344,24382
646,791672322847637504,12584,3422
647,791406955684368384,14041,4513
648,791312159183634433,9409,2788
649,791026214425268224,0,4514
650,790987426131050500,10580,2346
651,790946055508652032,17767,5150
652,790723298204217344,0,2540
653,790698755171364864,8765,2093
654,790581949425475584,22119,7882
655,790337589677002753,8367,2047
656,790277117346975746,13420,3490
657,790227638568808452,0,3919
658,789986466051088384,9896,2540
659,789960241177853952,0,4541
660,789903600034189313,11121,4523
661,789628658055020548,8035,1954
662,789599242079838210,7241,2123
663,789530877013393408,12582,3692
664,789314372632018944,9216,2524
665,789280767834746880,0,5419
666,789268448748703744,9757,2825
667,789137962068021249,10386,3062
668,788908386943430656,29333,13568
669,788765914992902144,29345,11280
670,788552643979468800,0,7893
671,788412144018661376,16672,5805
672,788178268662984705,7733,2318
673,788150585577050112,6578,1428
674,788070120937619456,0,3748
675,788039637453406209,6565,1450
676,787810552592695296,9277,3348
677,787717603741622272,10927,3048
678,787397959788929025,11603,3106
679,787322443945877504,8334,1911
680,787111942498508800,0,7356
681,786963064373534720,28424,8735
682,786729988674449408,0,2643
683,786709082849828864,19434,6666
684,786664955043049472,11388,2805
685,786595970293370880,10060,3391
686,786363235746385920,11660,3833
687,786286427768250368,8514,3129
688,786233965241827333,16341,5226
689,786051337297522688,1540,169
690,786036967502913536,0,7734
691,785927819176054784,12132,3465
692,785872687017132033,7139,1996
693,785639753186217984,8339,2426
694,785533386513321988,9724,2190
695,785515384317313025,6510,1373
696,785264754247995392,7757,1788
697,785170936622350336,12918,5315
698,784826020293709826,10825,3535
699,784517518371221505,9572,2773
700,784431430411685888,6073,1403
701,784183165795655680,21480,8815
702,784057939640352768,31904,12179
703,783839966405230592,32078,11806
704,783821107061198850,7851,2138
705,783695101801398276,11146,3522
706,783466772167098368,9015,2462
707,783391753726550016,17996,6012
708,783347506784731136,0,6119
709,783334639985389568,31179,12792
710,783085703974514689,8677,2423
711,782969140009107456,25736,8032
712,782747134529531904,7960,1522
713,782722598790725632,18434,5897
714,782598640137187329,8294,2042
715,782305867769217024,17782,6087
716,782021823840026624,0,6819
717,781955203444699136,11851,3669
718,781661882474196992,11137,2958
719,781655249211752448,4271,1223
720,781524693396357120,22119,6049
721,781308096455073793,7596,2778
722,781251288990355457,8986,2290
723,781163403222056960,10412,2983
724,780931614150983680,23077,8009
725,780858289093574656,7667,2182
726,780800785462489090,5865,1414
727,780601303617732608,12875,3632
728,780543529827336192,6719,1891
729,780496263422808064,0,4052
730,780476555013349377,0,127
731,780459368902959104,5632,1164
732,780192070812196864,9277,2435
733,780092040432480260,0,2508
734,780074436359819264,13052,5438
735,779834332596887552,20223,7734
736,779377524342161408,9395,3393
737,779124354206535695,0,20080
738,779123168116150273,12576,3969
739,779056095788752897,15755,4932
740,778990705243029504,21325,7922
741,778774459159379968,0,10878
742,778764940568104960,911,400
743,778748913645780993,7342,1447
744,778650543019483137,6144,1626
745,778624900596654080,4950,1099
746,778408200802557953,14539,4739
747,778396591732486144,0,13344
748,778383385161035776,6219,1205
749,778286810187399168,11072,3596
750,778039087836069888,9022,2867
751,778027034220126208,6978,1764
752,777953400541634568,0,3837
753,777885040357281792,6765,1786
754,777684233540206592,11953,3209
755,777641927919427584,0,4628
756,777621514455814149,9333,2711
757,777189768882946048,15242,4713
758,776819012571455488,0,14976
759,776813020089548800,5186,1318
760,776477788987613185,9413,3039
761,776249906839351296,0,9946
762,776218204058357768,31927,17381
763,776201521193218049,10207,2741
764,776113305656188928,12500,4736
765,776088319444877312,1946,165
766,775898661951791106,0,17877
767,775842724423557120,12460,2909
768,775733305207554048,14725,4357
769,775729183532220416,13737,4972
770,775364825476165632,7896,3230
771,775350846108426240,10791,4244
772,775085132600442880,16515,5140
773,774757898236878852,9083,1925
774,774639387460112384,7134,1880
775,774314403806253056,23139,6058
776,773985732834758656,11410,4213
777,773922284943896577,6795,1876
778,773704687002451968,7010,1769
779,773670353721753600,5650,1406
780,773547596996571136,23462,6692
781,773336787167145985,0,5533
782,773308824254029826,24690,8113
783,773247561583001600,10001,3488
784,773191612633579521,10605,4461
785,772877495989305348,9105,4206
786,772826264096874500,8481,2529
787,772615324260794368,0,3664
788,772581559778025472,6874,1835
789,772193107915964416,6385,1500
790,772152991789019136,4008,1213
791,772117678702071809,3984,797
792,772114945936949249,2882,512
793,772102971039580160,4246,1006
794,771908950375665664,6980,2052
795,771770456517009408,12730,3688
796,771500966810099713,8784,2847
797,771380798096281600,11158,5533
798,771171053431250945,0,8203
799,771136648247640064,9736,3185
800,771102124360998913,6617,1556
801,771014301343748096,7290,1799
802,771004394259247104,0,238
803,770787852854652928,5257,1320
804,770772759874076672,5503,1531
805,770655142660169732,7769,1886
806,770414278348247044,6669,2236
807,770293558247038976,6618,1613
808,770093767776997377,0,3295
809,770069151037685760,8050,2493
810,769940425801170949,33367,10465
811,769695466921623552,6777,1797
812,769335591808995329,0,8336
813,769212283578875904,5721,1854
814,768970937022709760,15272,7092
815,768909767477751808,0,2919
816,768855141948723200,4443,961
817,768609597686943744,4360,1311
818,768596291618299904,5318,1379
819,768554158521745409,0,6312
820,768473857036525572,14468,3713
821,768193404517830656,11565,3837
822,767884188863397888,5036,1519
823,767754930266464257,16979,5831
824,767500508068192258,7928,2524
825,767191397493538821,12997,4122
826,767122157629476866,10731,3082
827,766864461642756096,0,6119
828,766793450729734144,5375,1469
829,766714921925144576,2763,419
830,766693177336135680,4269,856
831,766423258543644672,6382,1729
832,766313316352462849,7182,2037
833,766078092750233600,0,2816
834,766069199026450432,4529,931
835,766008592277377025,3970,536
836,765719909049503744,7677,2327
837,765669560888528897,5504,1319
838,765395769549590528,28003,3675
839,765371061932261376,7512,2336
840,765222098633691136,12304,3664
841,764857477905154048,6810,1914
842,764259802650378240,6411,1636
843,763956972077010945,785,58
844,763837565564780549,13343,4514
845,763183847194451968,5721,1590
846,763167063695355904,0,3262
847,763103485927849985,7797,2464
848,762699858130116608,12873,3919
849,762471784394268675,11936,7000
850,762464539388485633,10923,4541
851,762316489655476224,5098,1218
852,762035686371364864,33862,16866
853,761976711479193600,5714,2184
854,761750502866649088,0,4253
855,761745352076779520,4505,929
856,761672994376806400,52455,31379
857,761599872357261312,4367,1268
858,761371037149827077,0,19410
859,761334018830917632,5501,1566
860,761292947749015552,4721,1185
861,761227390836215808,5616,1678
862,761004547850530816,11966,3748
863,760893934457552897,4038,1052
864,760656994973933572,6983,2080
865,760641137271070720,5243,1395
866,760539183865880579,8015,3922
867,760521673607086080,4470,1509
868,760290219849637889,28368,12407
869,760252756032651264,4165,933
870,760190180481531904,6026,1954
871,760153949710192640,0,34
872,759943073749200896,6279,2256
873,759923798737051648,15525,6119
874,759846353224826880,7101,2141
875,759793422261743616,6299,2049
876,759566828574212096,0,22799
877,759557299618865152,4971,1267
878,759447681597108224,8974,2643
879,759446261539934208,1767,523
880,759197388317847553,6401,2101
881,759159934323924993,0,1253
882,759099523532779520,15354,4505
883,759047813560868866,6876,2179
884,758854675097526272,3748,963
885,758828659922702336,11807,4138
886,758740312047005698,6054,1729
887,758474966123810816,4038,1070
888,758467244762497024,5080,2405
889,758405701903519748,5491,2082
890,758355060040593408,3627,1170
891,758099635764359168,20276,10878
892,758041019896193024,2858,403
893,757741869644341248,7269,3510
894,757729163776290825,0,8741
895,757725642876129280,4798,1311
896,757611664640446465,4813,1206
897,757597904299253760,0,314
898,757596066325864448,4596,1140
899,757400162377592832,15990,7376
900,757393109802180609,6154,1885
901,757354760399941633,4765,1535
902,756998049151549440,6622,2140
903,756939218950160384,7028,2168
904,756651752796094464,5346,1410
905,756526248105566208,10975,3897
906,756303284449767430,4165,1168
907,756288534030475264,45211,18833
908,756275833623502848,6788,1639
909,755955933503782912,7746,3119
910,755206590534418437,17376,5805
911,755110668769038337,22403,11949
912,754874841593970688,0,8622
913,754856583969079297,7255,2722
914,754747087846248448,2716,562
915,754482103782404096,5600,2100
916,754449512966619136,3948,790
917,754120377874386944,8270,2521
918,753655901052166144,6165,2343
919,753420520834629632,8365,3843
920,753398408988139520,6098,2072
921,753375668877008896,8041,2508
922,753298634498793472,0,6205
923,753294487569522689,3580,1122
924,753039830821511168,39160,22565
925,753026973505581056,4104,1050
926,752932432744185856,13326,7356
927,752917284578922496,7275,1698
928,752701944171524096,0,3114
929,752682090207055872,6303,1728
930,752660715232722944,4651,1700
931,752568224206688256,5822,2460
932,752519690950500352,7776,3710
933,752334515931054080,4026,1185
934,752309394570878976,0,17972
935,752173152931807232,6268,1986
936,751950017322246144,3240,1001
937,751937170840121344,5488,1446
938,751830394383790080,6111,2109
939,751793661361422336,6186,3132
940,751598357617971201,8326,3275
941,751583847268179968,4635,1196
942,751538714308972544,5305,1361
943,751456908746354688,3371,1075
944,751251247299190784,13165,6311
945,751205363882532864,6643,1967
